SalesRecordID,WeekStartDate,StoreID,ProductID,SupplierID,RecordType,Units,ListUnitPrice,DiscountRate,GrossSales,DiscountAmount,NetSales,UnitCost,CostOfGoodsSold,GrossProfit,PromotionName,BasketCount
SL020742,2026-04-13,ST028,PR002,SUP001,Sale,37,43.64,0.0,1614.68,0.0,1614.68,30.79,1139.23,475.45,No promotion,25
SL020743,2026-04-13,ST028,PR003,SUP001,Sale,13,49.44,0.0,642.72,0.0,642.72,35.24,458.12,184.6,No promotion,9
SL020744,2026-04-13,ST028,PR004,SUP008,Sale,41,70.43,0.0,2887.63,0.0,2887.63,53.59,2197.19,690.44,No promotion,34
SL020745,2026-04-13,ST028,PR006,SUP012,Sale,47,95.69,0.0,4497.43,0.0,4497.43,77.01,3619.47,877.96,No promotion,27
SL020746,2026-04-13,ST028,PR007,SUP012,Sale,19,19.41,0.0,368.79,0.0,368.79,12.94,245.86,122.93,No promotion,13
SL020747,2026-04-13,ST028,PR008,SUP012,Sale,29,17.89,0.0,518.81,0.0,518.81,12.55,363.95,154.86,No promotion,21
SL020748,2026-04-13,ST028,PR009,SUP011,Sale,22,73.66,0.0,1620.52,0.0,1620.52,54.17,1191.74,428.78,No promotion,13
SL020749,2026-04-13,ST028,PR010,SUP012,Sale,19,24.39,0.0,463.41,0.0,463.41,15.93,302.67,160.74,No promotion,14
SL020750,2026-04-13,ST028,PR011,SUP012,Sale,18,25.34,0.0,456.12,0.0,456.12,17.03,306.54,149.58,No promotion,14
SL020751,2026-04-13,ST028,PR012,SUP011,Sale,14,38.41,0.0,537.74,0.0,537.74,23.99,335.86,201.88,No promotion,10
SL020752,2026-04-13,ST028,PR013,SUP011,Sale,29,39.78,0.0,1153.62,0.0,1153.62,27.94,810.26,343.36,No promotion,20
SL020753,2026-04-13,ST028,PR014,SUP008,Sale,20,29.98,0.0,599.6,0.0,599.6,21.2,424.0,175.6,No promotion,15
SL020754,2026-04-13,ST028,PR015,SUP002,Sale,53,37.4,0.0,1982.2,0.0,1982.2,28.58,1514.74,467.46,No promotion,40
SL020755,2026-04-13,ST028,PR016,SUP002,Sale,35,37.89,0.0,1326.15,0.0,1326.15,30.19,1056.65,269.5,No promotion,24
SL020756,2026-04-13,ST028,PR017,SUP002,Sale,26,49.25,0.028,1280.5,35.85,1244.65,36.85,958.1,286.55,Store Manager Markdown,19
SL020757,2026-04-13,ST028,PR018,SUP002,Sale,29,108.97,0.0,3160.13,0.0,3160.13,89.52,2596.08,564.05,No promotion,16
SL020758,2026-04-13,ST028,PR019,SUP002,Sale,22,80.21,0.0,1764.62,0.0,1764.62,62.55,1376.1,388.52,No promotion,13
SL020759,2026-04-13,ST028,PR020,SUP007,Sale,27,90.38,0.0,2440.26,0.0,2440.26,73.68,1989.36,450.9,No promotion,19
SL020760,2026-04-13,ST028,PR021,SUP007,Sale,35,67.54,0.0,2363.9,0.0,2363.9,51.23,1793.05,570.85,No promotion,28
SL020761,2026-04-13,ST028,PR022,SUP002,Sale,30,43.08,0.0,1292.4,0.0,1292.4,30.23,906.9,385.5,No promotion,22
SL020762,2026-04-13,ST028,PR023,SUP007,Sale,24,39.85,0.0,956.4,0.0,956.4,27.44,658.56,297.84,No promotion,21
SL020763,2026-04-13,ST028,PR027,SUP006,Sale,22,44.61,0.0,981.42,0.0,981.42,31.7,697.4,284.02,No promotion,17
SL020764,2026-04-13,ST028,PR028,SUP006,Sale,22,37.93,0.0,834.46,0.0,834.46,25.12,552.64,281.82,No promotion,15
SL020765,2026-04-13,ST028,PR029,SUP006,Sale,19,55.23,0.0,1049.37,0.0,1049.37,38.98,740.62,308.75,No promotion,14
SL020766,2026-04-13,ST028,PR030,SUP003,Sale,13,80.57,0.0,1047.41,0.0,1047.41,52.66,684.58,362.83,No promotion,7
SL020767,2026-04-13,ST028,PR031,SUP006,Sale,29,59.79,0.0,1733.91,0.0,1733.91,43.83,1271.07,462.84,No promotion,21
SL020768,2026-04-13,ST028,PR032,SUP006,Sale,26,64.52,0.0,1677.52,0.0,1677.52,45.3,1177.8,499.72,No promotion,18
SL020769,2026-04-13,ST028,PR034,SUP003,Sale,11,73.4,0.0,807.4,0.0,807.4,50.49,555.39,252.01,No promotion,8
SL020770,2026-04-13,ST028,PR035,SUP006,Sale,19,39.98,0.0,759.62,0.0,759.62,28.7,545.3,214.32,No promotion,12
SL020771,2026-04-13,ST028,PR038,SUP004,Sale,20,109.85,0.0,2197.0,0.0,2197.0,78.97,1579.4,617.6,No promotion,18
SL020772,2026-04-13,ST028,PR039,SUP004,Sale,28,31.9,0.0353,893.2,31.52,861.68,20.65,578.2,283.48,Store Manager Markdown,16
SL020773,2026-04-13,ST028,PR040,SUP010,Sale,18,39.24,0.0,706.32,0.0,706.32,26.7,480.6,225.72,No promotion,13
SL020774,2026-04-13,ST028,PR041,SUP010,Sale,20,33.05,0.0,661.0,0.0,661.0,20.93,418.6,242.4,No promotion,11
SL020775,2026-04-13,ST028,PR042,SUP004,Sale,17,75.26,0.0,1279.42,0.0,1279.42,51.33,872.61,406.81,No promotion,14
SL020776,2026-04-13,ST028,PR042,SUP004,Return,-1,75.26,0.0,-75.26,-0.0,-75.26,51.33,-51.33,-23.93,No promotion,-1
SL020777,2026-04-13,ST028,PR043,SUP010,Sale,16,28.51,0.0,456.16,0.0,456.16,19.34,309.44,146.72,No promotion,13
SL020778,2026-04-13,ST028,PR046,SUP011,Sale,17,37.72,0.0,641.24,0.0,641.24,23.04,391.68,249.56,No promotion,15
SL020779,2026-04-13,ST028,PR047,SUP004,Sale,18,49.13,0.0,884.34,0.0,884.34,32.2,579.6,304.74,No promotion,12
SL020780,2026-04-13,ST028,PR048,SUP011,Sale,12,44.32,0.0,531.84,0.0,531.84,27.18,326.16,205.68,No promotion,8
SL020781,2026-04-13,ST028,PR050,SUP004,Sale,21,24.82,0.1072,521.22,55.87,465.35,17.39,365.19,100.16,Store Manager Markdown,11
SL020782,2026-04-13,ST028,PR051,SUP005,Sale,21,55.28,0.0,1160.88,0.0,1160.88,34.67,728.07,432.81,No promotion,16
SL020783,2026-04-13,ST028,PR052,SUP005,Sale,13,57.7,0.0,750.1,0.0,750.1,37.27,484.51,265.59,No promotion,8
SL020784,2026-04-13,ST028,PR053,SUP005,Sale,23,39.93,0.0,918.39,0.0,918.39,24.11,554.53,363.86,No promotion,13
SL020785,2026-04-13,ST028,PR054,SUP011,Sale,15,37.36,0.0,560.4,0.0,560.4,23.0,345.0,215.4,No promotion,11
SL020786,2026-04-13,ST028,PR055,SUP011,Sale,18,34.37,0.0,618.66,0.0,618.66,21.91,394.38,224.28,No promotion,10
SL020787,2026-04-13,ST028,PR056,SUP005,Sale,13,70.62,0.0,918.06,0.0,918.06,45.48,591.24,326.82,No promotion,9
SL020788,2026-04-13,ST028,PR057,SUP005,Sale,14,58.64,0.0,820.96,0.0,820.96,37.26,521.64,299.32,No promotion,9
SL020789,2026-04-13,ST028,PR058,SUP011,Sale,13,46.17,0.0,600.21,0.0,600.21,28.04,364.52,235.69,No promotion,8
SL020790,2026-04-13,ST028,PR059,SUP005,Sale,14,44.12,0.0,617.68,0.0,617.68,29.25,409.5,208.18,No promotion,8
SL020791,2026-04-13,ST028,PR062,SUP003,Sale,27,34.8,0.0,939.6,0.0,939.6,25.36,684.72,254.88,No promotion,15
SL020792,2026-04-13,ST028,PR063,SUP003,Sale,29,36.77,0.0,1066.33,0.0,1066.33,26.79,776.91,289.42,No promotion,16
SL020793,2026-04-13,ST028,PR064,SUP009,Sale,25,50.0,0.0,1250.0,0.0,1250.0,33.31,832.75,417.25,No promotion,16
SL020794,2026-04-13,ST028,PR065,SUP009,Sale,26,43.97,0.0,1143.22,0.0,1143.22,30.47,792.22,351.0,No promotion,15
SL020795,2026-04-13,ST028,PR066,SUP009,Sale,37,30.07,0.0,1112.59,0.0,1112.59,20.75,767.75,344.84,No promotion,29
SL020796,2026-04-13,ST028,PR067,SUP009,Sale,18,32.29,0.0,581.22,0.0,581.22,21.72,390.96,190.26,No promotion,13
SL020797,2026-04-13,ST028,PR068,SUP011,Sale,40,24.99,0.0,999.6,0.0,999.6,15.39,615.6,384.0,No promotion,21
SL020798,2026-04-13,ST028,PR069,SUP011,Sale,29,25.34,0.0,734.86,0.0,734.86,16.04,465.16,269.7,No promotion,17
SL020799,2026-04-13,ST028,PR070,SUP003,Sale,18,65.74,0.0,1183.32,0.0,1183.32,44.39,799.02,384.3,No promotion,15
SL020800,2026-04-13,ST028,PR071,SUP011,Sale,19,29.82,0.0,566.58,0.0,566.58,18.2,345.8,220.78,No promotion,12
SL020801,2026-04-13,ST028,PR072,SUP011,Sale,24,28.69,0.0508,688.56,34.97,653.59,17.91,429.84,223.75,Store Manager Markdown,16
SL020802,2026-04-13,ST028,PR073,SUP003,Sale,14,46.87,0.0,656.18,0.0,656.18,32.27,451.78,204.4,No promotion,8
SL020803,2026-04-13,ST028,PR074,SUP009,Sale,18,37.88,0.0,681.84,0.0,681.84,24.29,437.22,244.62,No promotion,12
SL020804,2026-04-13,ST028,PR076,SUP011,Sale,27,29.62,0.0,799.74,0.0,799.74,18.46,498.42,301.32,No promotion,15
SL020805,2026-04-13,ST028,PR077,SUP011,Sale,23,19.88,0.0,457.24,0.0,457.24,11.92,274.16,183.08,No promotion,13
SL020806,2026-04-13,ST029,PR001,SUP001,Sale,64,84.8,0.0,5427.2,0.0,5427.2,63.83,4085.12,1342.08,No promotion,42
SL020807,2026-04-13,ST029,PR002,SUP001,Sale,52,43.64,0.088,2269.28,199.78,2069.5,31.15,1619.8,449.7,Store Manager Markdown,44
SL020808,2026-04-13,ST029,PR003,SUP001,Sale,21,49.44,0.0,1038.24,0.0,1038.24,35.63,748.23,290.01,No promotion,18
SL020809,2026-04-13,ST029,PR004,SUP008,Sale,58,70.43,0.0,4084.94,0.0,4084.94,53.44,3099.52,985.42,No promotion,41
SL020810,2026-04-13,ST029,PR005,SUP008,Sale,30,54.46,0.0,1633.8,0.0,1633.8,38.64,1159.2,474.6,No promotion,24
SL020811,2026-04-13,ST029,PR006,SUP012,Sale,37,95.69,0.0,3540.53,0.0,3540.53,76.63,2835.31,705.22,No promotion,22
SL020812,2026-04-13,ST029,PR007,SUP012,Sale,26,19.41,0.0748,504.66,37.77,466.89,12.89,335.14,131.75,Store Manager Markdown,20
SL020813,2026-04-13,ST029,PR008,SUP012,Sale,52,17.89,0.0,930.28,0.0,930.28,12.56,653.12,277.16,No promotion,35
SL020814,2026-04-13,ST029,PR009,SUP011,Sale,43,73.66,0.0,3167.38,0.0,3167.38,52.58,2260.94,906.44,No promotion,27
SL020815,2026-04-13,ST029,PR010,SUP012,Sale,37,24.39,0.0,902.43,0.0,902.43,16.05,593.85,308.58,No promotion,29
SL020816,2026-04-13,ST029,PR011,SUP012,Sale,31,25.34,0.0,785.54,0.0,785.54,16.81,521.11,264.43,No promotion,17
SL020817,2026-04-13,ST029,PR012,SUP011,Sale,28,38.41,0.0,1075.48,0.0,1075.48,24.22,678.16,397.32,No promotion,21
SL020818,2026-04-13,ST029,PR013,SUP011,Sale,34,39.78,0.0,1352.52,0.0,1352.52,27.34,929.56,422.96,No promotion,24
SL020819,2026-04-13,ST029,PR014,SUP008,Sale,43,29.98,0.0,1289.14,0.0,1289.14,21.43,921.49,367.65,No promotion,24
SL020820,2026-04-13,ST029,PR015,SUP002,Sale,56,37.4,0.0,2094.4,0.0,2094.4,28.93,1620.08,474.32,No promotion,33
SL020821,2026-04-13,ST029,PR016,SUP002,Sale,45,37.89,0.0,1705.05,0.0,1705.05,30.19,1358.55,346.5,No promotion,39
SL020822,2026-04-13,ST029,PR017,SUP002,Sale,68,49.25,0.0,3349.0,0.0,3349.0,37.38,2541.84,807.16,No promotion,56
SL020823,2026-04-13,ST029,PR018,SUP002,Sale,35,108.97,0.0,3813.95,0.0,3813.95,90.06,3152.1,661.85,No promotion,20
SL020824,2026-04-13,ST029,PR019,SUP002,Sale,32,80.21,0.0851,2566.72,218.44,2348.28,62.7,2006.4,341.88,Store Manager Markdown,20
SL020825,2026-04-13,ST029,PR020,SUP007,Sale,36,90.38,0.0,3253.68,0.0,3253.68,74.3,2674.8,578.88,No promotion,28
SL020826,2026-04-13,ST029,PR021,SUP007,Sale,39,67.54,0.0,2634.06,0.0,2634.06,51.69,2015.91,618.15,No promotion,29
SL020827,2026-04-13,ST029,PR022,SUP002,Sale,34,43.08,0.0,1464.72,0.0,1464.72,30.52,1037.68,427.04,No promotion,27
SL020828,2026-04-13,ST029,PR023,SUP007,Sale,33,39.85,0.0,1315.05,0.0,1315.05,27.67,913.11,401.94,No promotion,18
SL020829,2026-04-13,ST029,PR025,SUP007,Sale,18,46.79,0.0,842.22,0.0,842.22,32.63,587.34,254.88,No promotion,10
SL020830,2026-04-13,ST029,PR026,SUP002,Sale,22,31.58,0.0,694.76,0.0,694.76,21.56,474.32,220.44,No promotion,13
SL020831,2026-04-13,ST029,PR027,SUP006,Sale,45,44.61,0.0,2007.45,0.0,2007.45,31.34,1410.3,597.15,No promotion,25
SL020832,2026-04-13,ST029,PR028,SUP006,Sale,26,37.93,0.0,986.18,0.0,986.18,24.79,644.54,341.64,No promotion,15
SL020833,2026-04-13,ST029,PR029,SUP006,Sale,20,55.23,0.0,1104.6,0.0,1104.6,38.5,770.0,334.6,No promotion,12
SL020834,2026-04-13,ST029,PR030,SUP003,Sale,24,80.57,0.0,1933.68,0.0,1933.68,51.6,1238.4,695.28,No promotion,14
SL020835,2026-04-13,ST029,PR031,SUP006,Sale,31,59.79,0.0,1853.49,0.0,1853.49,43.25,1340.75,512.74,No promotion,18
SL020836,2026-04-13,ST029,PR032,SUP006,Sale,40,64.52,0.0,2580.8,0.0,2580.8,46.03,1841.2,739.6,No promotion,25
SL020837,2026-04-13,ST029,PR034,SUP003,Sale,29,73.4,0.0,2128.6,0.0,2128.6,50.15,1454.35,674.25,No promotion,21
SL020838,2026-04-13,ST029,PR035,SUP006,Sale,31,39.98,0.0,1239.38,0.0,1239.38,28.39,880.09,359.29,No promotion,21
SL020839,2026-04-13,ST029,PR037,SUP003,Sale,15,69.4,0.1142,1041.0,118.86,922.14,46.17,692.55,229.59,Store Manager Markdown,9
SL020840,2026-04-13,ST029,PR038,SUP004,Sale,31,109.85,0.0,3405.35,0.0,3405.35,79.68,2470.08,935.27,No promotion,17
SL020841,2026-04-13,ST029,PR039,SUP004,Sale,38,31.9,0.0,1212.2,0.0,1212.2,20.06,762.28,449.92,No promotion,21
SL020842,2026-04-13,ST029,PR040,SUP010,Sale,23,39.24,0.0,902.52,0.0,902.52,25.92,596.16,306.36,No promotion,14
SL020843,2026-04-13,ST029,PR041,SUP010,Sale,27,33.05,0.0,892.35,0.0,892.35,21.39,577.53,314.82,No promotion,18
SL020844,2026-04-13,ST029,PR042,SUP004,Sale,20,75.26,0.0,1505.2,0.0,1505.2,52.48,1049.6,455.6,No promotion,16
SL020845,2026-04-13,ST029,PR043,SUP010,Sale,25,28.51,0.0,712.75,0.0,712.75,18.8,470.0,242.75,No promotion,14
SL020846,2026-04-13,ST029,PR044,SUP004,Sale,20,120.75,0.0,2415.0,0.0,2415.0,85.45,1709.0,706.0,No promotion,12
SL020847,2026-04-13,ST029,PR046,SUP011,Sale,17,37.72,0.0,641.24,0.0,641.24,23.19,394.23,247.01,No promotion,14
SL020848,2026-04-13,ST029,PR047,SUP004,Sale,22,49.13,0.0,1080.86,0.0,1080.86,31.7,697.4,383.46,No promotion,16
SL020849,2026-04-13,ST029,PR048,SUP011,Sale,20,44.32,0.0,886.4,0.0,886.4,27.32,546.4,340.0,No promotion,14
SL020850,2026-04-13,ST029,PR049,SUP010,Sale,18,37.49,0.0,674.82,0.0,674.82,23.65,425.7,249.12,No promotion,11
SL020851,2026-04-13,ST029,PR050,SUP004,Sale,21,24.82,0.0,521.22,0.0,521.22,17.44,366.24,154.98,No promotion,12
SL020852,2026-04-13,ST029,PR051,SUP005,Sale,26,55.28,0.0,1437.28,0.0,1437.28,34.88,906.88,530.4,No promotion,16
SL020853,2026-04-13,ST029,PR052,SUP005,Sale,20,57.7,0.0,1154.0,0.0,1154.0,37.13,742.6,411.4,No promotion,15
SL020854,2026-04-13,ST029,PR053,SUP005,Sale,30,39.93,0.0,1197.9,0.0,1197.9,24.64,739.2,458.7,No promotion,20
SL020855,2026-04-13,ST029,PR054,SUP011,Sale,21,37.36,0.0612,784.56,48.0,736.56,22.75,477.75,258.81,Store Manager Markdown,18
SL020856,2026-04-13,ST029,PR055,SUP011,Sale,17,34.37,0.0,584.29,0.0,584.29,22.31,379.27,205.02,No promotion,14
SL020857,2026-04-13,ST029,PR056,SUP005,Sale,20,70.62,0.0,1412.4,0.0,1412.4,44.25,885.0,527.4,No promotion,17
SL020858,2026-04-13,ST029,PR057,SUP005,Sale,21,58.64,0.0,1231.44,0.0,1231.44,36.93,775.53,455.91,No promotion,18
SL020859,2026-04-13,ST029,PR058,SUP011,Sale,21,46.17,0.0,969.57,0.0,969.57,28.2,592.2,377.37,No promotion,11
SL020860,2026-04-13,ST029,PR059,SUP005,Sale,20,44.12,0.081,882.4,71.46,810.94,29.01,580.2,230.74,Store Manager Markdown,15
SL020861,2026-04-13,ST029,PR061,SUP011,Sale,16,23.66,0.0,378.56,0.0,378.56,13.95,223.2,155.36,No promotion,14
SL020862,2026-04-13,ST029,PR062,SUP003,Sale,34,34.8,0.0,1183.2,0.0,1183.2,25.01,850.34,332.86,No promotion,28
SL020863,2026-04-13,ST029,PR063,SUP003,Sale,35,36.77,0.0,1286.95,0.0,1286.95,27.32,956.2,330.75,No promotion,19
SL020864,2026-04-13,ST029,PR064,SUP009,Sale,32,50.0,0.0,1600.0,0.0,1600.0,33.57,1074.24,525.76,No promotion,23
SL020865,2026-04-13,ST029,PR065,SUP009,Sale,39,43.97,0.0,1714.83,0.0,1714.83,30.22,1178.58,536.25,No promotion,23
SL020866,2026-04-13,ST029,PR066,SUP009,Sale,37,30.07,0.0,1112.59,0.0,1112.59,21.03,778.11,334.48,No promotion,26
SL020867,2026-04-13,ST029,PR067,SUP009,Sale,21,32.29,0.0,678.09,0.0,678.09,21.87,459.27,218.82,No promotion,18
SL020868,2026-04-13,ST029,PR068,SUP011,Sale,49,24.99,0.0,1224.51,0.0,1224.51,15.59,763.91,460.6,No promotion,43
SL020869,2026-04-13,ST029,PR069,SUP011,Sale,53,25.34,0.0,1343.02,0.0,1343.02,15.87,841.11,501.91,No promotion,37
SL020870,2026-04-13,ST029,PR070,SUP003,Sale,18,65.74,0.0,1183.32,0.0,1183.32,43.86,789.48,393.84,No promotion,12
SL020871,2026-04-13,ST029,PR071,SUP011,Sale,36,29.82,0.0448,1073.52,48.11,1025.41,18.26,657.36,368.05,Store Manager Markdown,21
SL020872,2026-04-13,ST029,PR072,SUP011,Sale,22,28.69,0.0,631.18,0.0,631.18,18.1,398.2,232.98,No promotion,12
SL020873,2026-04-13,ST029,PR073,SUP003,Sale,32,46.87,0.0,1499.84,0.0,1499.84,32.14,1028.48,471.36,No promotion,26
SL020874,2026-04-13,ST029,PR074,SUP009,Sale,19,37.88,0.0,719.72,0.0,719.72,24.21,459.99,259.73,No promotion,12
SL020875,2026-04-13,ST029,PR076,SUP011,Sale,21,29.62,0.0,622.02,0.0,622.02,18.44,387.24,234.78,No promotion,16
SL020876,2026-04-13,ST029,PR077,SUP011,Sale,31,19.88,0.0647,616.28,39.88,576.4,11.78,365.18,211.22,Store Manager Markdown,26
SL020877,2026-04-13,ST030,PR001,SUP001,Sale,80,84.8,0.0,6784.0,0.0,6784.0,63.48,5078.4,1705.6,No promotion,48
SL020878,2026-04-13,ST030,PR002,SUP001,Sale,34,43.64,0.0,1483.76,0.0,1483.76,31.43,1068.62,415.14,No promotion,22
SL020879,2026-04-13,ST030,PR003,SUP001,Sale,32,49.44,0.0,1582.08,0.0,1582.08,35.67,1141.44,440.64,No promotion,23
SL020880,2026-04-13,ST030,PR004,SUP008,Sale,39,70.43,0.0,2746.77,0.0,2746.77,53.81,2098.59,648.18,No promotion,34
SL020881,2026-04-13,ST030,PR005,SUP008,Sale,30,54.46,0.0456,1633.8,74.55,1559.25,38.86,1165.8,393.45,Store Manager Markdown,22
SL020882,2026-04-13,ST030,PR006,SUP012,Sale,60,95.69,0.0,5741.4,0.0,5741.4,76.06,4563.6,1177.8,No promotion,41
SL020883,2026-04-13,ST030,PR007,SUP012,Sale,26,19.41,0.0,504.66,0.0,504.66,12.79,332.54,172.12,No promotion,16
SL020884,2026-04-13,ST030,PR008,SUP012,Sale,52,17.89,0.0,930.28,0.0,930.28,12.35,642.2,288.08,No promotion,33
SL020885,2026-04-13,ST030,PR009,SUP011,Sale,28,73.66,0.0,2062.48,0.0,2062.48,52.98,1483.44,579.04,No promotion,20
SL020886,2026-04-13,ST030,PR010,SUP012,Sale,39,24.39,0.0,951.21,0.0,951.21,16.03,625.17,326.04,No promotion,27
SL020887,2026-04-13,ST030,PR011,SUP012,Sale,38,25.34,0.0,962.92,0.0,962.92,17.19,653.22,309.7,No promotion,21
SL020888,2026-04-13,ST030,PR012,SUP011,Sale,32,38.41,0.0,1229.12,0.0,1229.12,24.41,781.12,448.0,No promotion,19
SL020889,2026-04-13,ST030,PR013,SUP011,Sale,40,39.78,0.0,1591.2,0.0,1591.2,27.78,1111.2,480.0,No promotion,24
SL020890,2026-04-13,ST030,PR014,SUP008,Sale,32,29.98,0.0,959.36,0.0,959.36,21.4,684.8,274.56,No promotion,22
SL020891,2026-04-13,ST030,PR015,SUP002,Sale,97,37.4,0.0,3627.8,0.0,3627.8,29.19,2831.43,796.37,No promotion,84
SL020892,2026-04-13,ST030,PR016,SUP002,Sale,69,37.89,0.0,2614.41,0.0,2614.41,30.21,2084.49,529.92,No promotion,46
SL020893,2026-04-13,ST030,PR017,SUP002,Sale,54,49.25,0.0765,2659.5,203.34,2456.16,36.87,1990.98,465.18,Store Manager Markdown,42
SL020894,2026-04-13,ST030,PR018,SUP002,Sale,65,108.97,0.0,7083.05,0.0,7083.05,91.24,5930.6,1152.45,No promotion,45
SL020895,2026-04-13,ST030,PR019,SUP002,Sale,37,80.21,0.0,2967.77,0.0,2967.77,63.2,2338.4,629.37,No promotion,24
SL020896,2026-04-13,ST030,PR020,SUP007,Sale,48,90.38,0.0,4338.24,0.0,4338.24,74.11,3557.28,780.96,No promotion,27
SL020897,2026-04-13,ST030,PR021,SUP007,Sale,61,67.54,0.0,4119.94,0.0,4119.94,51.68,3152.48,967.46,No promotion,40
SL020898,2026-04-13,ST030,PR022,SUP002,Sale,48,43.08,0.0,2067.84,0.0,2067.84,29.86,1433.28,634.56,No promotion,37
SL020899,2026-04-13,ST030,PR023,SUP007,Sale,38,39.85,0.0,1514.3,0.0,1514.3,27.29,1037.02,477.28,No promotion,20
SL020900,2026-04-13,ST030,PR024,SUP007,Sale,26,32.85,0.0,854.1,0.0,854.1,23.61,613.86,240.24,No promotion,23
SL020901,2026-04-13,ST030,PR025,SUP007,Sale,26,46.79,0.0,1216.54,0.0,1216.54,32.25,838.5,378.04,No promotion,19
SL020902,2026-04-13,ST030,PR026,SUP002,Sale,29,31.58,0.0,915.82,0.0,915.82,21.87,634.23,281.59,No promotion,20
SL020903,2026-04-13,ST030,PR027,SUP006,Sale,35,44.61,0.0378,1561.35,59.09,1502.26,31.44,1100.4,401.86,Store Manager Markdown,22
SL020904,2026-04-13,ST030,PR028,SUP006,Sale,34,37.93,0.0,1289.62,0.0,1289.62,24.7,839.8,449.82,No promotion,20
SL020905,2026-04-13,ST030,PR029,SUP006,Sale,26,55.23,0.0,1435.98,0.0,1435.98,37.83,983.58,452.4,No promotion,18
SL020906,2026-04-13,ST030,PR030,SUP003,Sale,19,80.57,0.0,1530.83,0.0,1530.83,51.99,987.81,543.02,No promotion,15
SL020907,2026-04-13,ST030,PR031,SUP006,Sale,41,59.79,0.0,2451.39,0.0,2451.39,43.24,1772.84,678.55,No promotion,24
SL020908,2026-04-13,ST030,PR032,SUP006,Sale,45,64.52,0.0,2903.4,0.0,2903.4,46.41,2088.45,814.95,No promotion,29
SL020909,2026-04-13,ST030,PR033,SUP003,Sale,21,61.87,0.0,1299.27,0.0,1299.27,40.33,846.93,452.34,No promotion,15
SL020910,2026-04-13,ST030,PR034,SUP003,Sale,25,73.4,0.0,1835.0,0.0,1835.0,49.67,1241.75,593.25,No promotion,15
SL020911,2026-04-13,ST030,PR035,SUP006,Sale,39,39.98,0.0,1559.22,0.0,1559.22,28.88,1126.32,432.9,No promotion,26
SL020912,2026-04-13,ST030,PR036,SUP011,Sale,22,35.81,0.0,787.82,0.0,787.82,22.77,500.94,286.88,No promotion,15
SL020913,2026-04-13,ST030,PR036,SUP011,Return,-1,35.81,0.0,-35.81,-0.0,-35.81,22.77,-22.77,-13.04,No promotion,-1
SL020914,2026-04-13,ST030,PR037,SUP003,Sale,22,69.4,0.0,1526.8,0.0,1526.8,46.11,1014.42,512.38,No promotion,15
SL020915,2026-04-13,ST030,PR038,SUP004,Sale,33,109.85,0.0,3625.05,0.0,3625.05,80.27,2648.91,976.14,No promotion,19
SL020916,2026-04-13,ST030,PR039,SUP004,Sale,49,31.9,0.0,1563.1,0.0,1563.1,20.24,991.76,571.34,No promotion,34
SL020917,2026-04-13,ST030,PR040,SUP010,Sale,33,39.24,0.0,1294.92,0.0,1294.92,25.98,857.34,437.58,No promotion,20
SL020918,2026-04-13,ST030,PR041,SUP010,Sale,25,33.05,0.0,826.25,0.0,826.25,21.15,528.75,297.5,No promotion,13
SL020919,2026-04-13,ST030,PR042,SUP004,Sale,30,75.26,0.0,2257.8,0.0,2257.8,51.72,1551.6,706.2,No promotion,21
SL020920,2026-04-13,ST030,PR043,SUP010,Sale,32,28.51,0.0,912.32,0.0,912.32,18.92,605.44,306.88,No promotion,19
SL020921,2026-04-13,ST030,PR044,SUP004,Sale,24,120.75,0.0,2898.0,0.0,2898.0,84.9,2037.6,860.4,No promotion,13
SL020922,2026-04-13,ST030,PR045,SUP010,Sale,21,43.49,0.0,913.29,0.0,913.29,26.81,563.01,350.28,No promotion,12
SL020923,2026-04-13,ST030,PR046,SUP011,Sale,18,37.72,0.0,678.96,0.0,678.96,22.58,406.44,272.52,No promotion,16
SL020924,2026-04-13,ST030,PR047,SUP004,Sale,17,49.13,0.0,835.21,0.0,835.21,31.59,537.03,298.18,No promotion,14
SL020925,2026-04-13,ST030,PR048,SUP011,Sale,17,44.32,0.0,753.44,0.0,753.44,27.4,465.8,287.64,No promotion,13
SL020926,2026-04-13,ST030,PR049,SUP010,Sale,22,37.49,0.0,824.78,0.0,824.78,23.79,523.38,301.4,No promotion,17
SL020927,2026-04-13,ST030,PR050,SUP004,Sale,35,24.82,0.0,868.7,0.0,868.7,17.54,613.9,254.8,No promotion,31
SL020928,2026-04-13,ST030,PR051,SUP005,Sale,22,55.28,0.0,1216.16,0.0,1216.16,35.64,784.08,432.08,No promotion,19
SL020929,2026-04-13,ST030,PR052,SUP005,Sale,19,57.7,0.0,1096.3,0.0,1096.3,36.86,700.34,395.96,No promotion,13
SL020930,2026-04-13,ST030,PR053,SUP005,Sale,27,39.93,0.0,1078.11,0.0,1078.11,24.3,656.1,422.01,No promotion,23
SL020931,2026-04-13,ST030,PR054,SUP011,Sale,24,37.36,0.0,896.64,0.0,896.64,23.4,561.6,335.04,No promotion,13
SL020932,2026-04-13,ST030,PR055,SUP011,Sale,42,34.37,0.0,1443.54,0.0,1443.54,21.99,923.58,519.96,No promotion,25
SL020933,2026-04-13,ST030,PR056,SUP005,Sale,29,70.62,0.0,2047.98,0.0,2047.98,45.48,1318.92,729.06,No promotion,15
