TargetID,WeekStartDate,StoreID,NetSalesTarget,GrossMarginTarget,AvailabilityTarget,SupplierFillRateTarget,OnTimeDeliveryTarget
TG00375,2026-05-04,ST015,156369.03,0.29,0.94,0.95,0.93
TG00376,2026-05-04,ST016,164059.08,0.29,0.94,0.95,0.93
TG00377,2026-05-04,ST017,83975.71,0.29,0.94,0.95,0.93
TG00378,2026-05-04,ST018,139815.63,0.29,0.94,0.95,0.93
TG00379,2026-05-04,ST019,198807.28,0.29,0.94,0.95,0.93
TG00380,2026-05-04,ST020,115632.7,0.29,0.94,0.95,0.93
TG00381,2026-05-04,ST021,152727.73,0.29,0.94,0.95,0.93
TG00382,2026-05-04,ST022,104179.36,0.29,0.94,0.95,0.93
TG00383,2026-05-04,ST023,163153.68,0.29,0.94,0.95,0.93
TG00384,2026-05-04,ST024,106923.72,0.29,0.94,0.95,0.93
TG00385,2026-05-04,ST025,94574.38,0.29,0.94,0.95,0.93
TG00386,2026-05-04,ST026,133889.27,0.29,0.94,0.95,0.93
TG00387,2026-05-04,ST027,138460.4,0.29,0.94,0.95,0.93
TG00388,2026-05-04,ST028,78064.43,0.29,0.94,0.95,0.93
TG00389,2026-05-04,ST029,125480.43,0.29,0.94,0.95,0.93
TG00390,2026-05-04,ST030,145321.92,0.29,0.94,0.95,0.93
TG00391,2026-05-04,ST031,132833.96,0.29,0.94,0.95,0.93
TG00392,2026-05-04,ST032,112028.09,0.29,0.94,0.95,0.93
TG00393,2026-05-04,ST033,59361.47,0.29,0.94,0.95,0.93
TG00394,2026-05-04,ST034,97064.99,0.29,0.94,0.95,0.93
TG00395,2026-05-04,ST035,116417.86,0.29,0.94,0.95,0.93
TG00396,2026-05-04,ST036,76547.09,0.29,0.94,0.95,0.93
TG00397,2026-05-11,ST001,121638.15,0.29,0.94,0.95,0.93
TG00398,2026-05-11,ST002,208165.88,0.29,0.94,0.95,0.93
TG00399,2026-05-11,ST003,158014.07,0.29,0.94,0.95,0.93
TG00400,2026-05-11,ST004,119111.68,0.29,0.94,0.95,0.93
TG00401,2026-05-11,ST005,232938.57,0.29,0.94,0.95,0.93
TG00402,2026-05-11,ST006,174930.85,0.29,0.94,0.95,0.93
TG00403,2026-05-11,ST007,178628.14,0.29,0.94,0.95,0.93
TG00404,2026-05-11,ST008,208947.73,0.29,0.94,0.95,0.93
TG00405,2026-05-11,ST009,140335.12,0.29,0.94,0.95,0.93
TG00406,2026-05-11,ST010,105831.85,0.29,0.94,0.95,0.93
TG00407,2026-05-11,ST011,141351.35,0.29,0.94,0.95,0.93
TG00408,2026-05-11,ST012,160459.5,0.29,0.94,0.95,0.93
TG00409,2026-05-11,ST013,159962.05,0.29,0.94,0.95,0.93
TG00410,2026-05-11,ST014,92199.79,0.29,0.94,0.95,0.93
TG00411,2026-05-11,ST015,161153.65,0.29,0.94,0.95,0.93
TG00412,2026-05-11,ST016,160947.5,0.29,0.94,0.95,0.93
TG00413,2026-05-11,ST017,85113.16,0.29,0.94,0.95,0.93
TG00414,2026-05-11,ST018,138689.27,0.29,0.94,0.95,0.93
TG00415,2026-05-11,ST019,195928.97,0.29,0.94,0.95,0.93
TG00416,2026-05-11,ST020,119882.29,0.29,0.94,0.95,0.93
TG00417,2026-05-11,ST021,164054.9,0.29,0.94,0.95,0.93
TG00418,2026-05-11,ST022,109505.36,0.29,0.94,0.95,0.93
TG00419,2026-05-11,ST023,163225.42,0.29,0.94,0.95,0.93
TG00420,2026-05-11,ST024,107173.34,0.29,0.94,0.95,0.93
TG00421,2026-05-11,ST025,100624.43,0.29,0.94,0.95,0.93
TG00422,2026-05-11,ST026,127903.19,0.29,0.94,0.95,0.93
TG00423,2026-05-11,ST027,148087.26,0.29,0.94,0.95,0.93
TG00424,2026-05-11,ST028,71474.86,0.29,0.94,0.95,0.93
TG00425,2026-05-11,ST029,121553.32,0.29,0.94,0.95,0.93
TG00426,2026-05-11,ST030,135062.91,0.29,0.94,0.95,0.93
TG00427,2026-05-11,ST031,135487.56,0.29,0.94,0.95,0.93
TG00428,2026-05-11,ST032,108158.66,0.29,0.94,0.95,0.93
TG00429,2026-05-11,ST033,67529.89,0.29,0.94,0.95,0.93
TG00430,2026-05-11,ST034,95572.48,0.29,0.94,0.95,0.93
TG00431,2026-05-11,ST035,118556.37,0.29,0.94,0.95,0.93
TG00432,2026-05-11,ST036,77902.23,0.29,0.94,0.95,0.93
TG00433,2026-05-18,ST001,126070.26,0.29,0.94,0.95,0.93
TG00434,2026-05-18,ST002,207051.23,0.29,0.94,0.95,0.93
TG00435,2026-05-18,ST003,159065.07,0.29,0.94,0.95,0.93
TG00436,2026-05-18,ST004,125548.25,0.29,0.94,0.95,0.93
TG00437,2026-05-18,ST005,223055.62,0.29,0.94,0.95,0.93
TG00438,2026-05-18,ST006,172831.85,0.29,0.94,0.95,0.93
TG00439,2026-05-18,ST007,190271.35,0.29,0.94,0.95,0.93
TG00440,2026-05-18,ST008,213907.32,0.29,0.94,0.95,0.93
TG00441,2026-05-18,ST009,142648.98,0.29,0.94,0.95,0.93
TG00442,2026-05-18,ST010,104839.55,0.29,0.94,0.95,0.93
TG00443,2026-05-18,ST011,141906.58,0.29,0.94,0.95,0.93
TG00444,2026-05-18,ST012,157246.13,0.29,0.94,0.95,0.93
TG00445,2026-05-18,ST013,158169.29,0.29,0.94,0.95,0.93
TG00446,2026-05-18,ST014,96105.31,0.29,0.94,0.95,0.93
TG00447,2026-05-18,ST015,169870.42,0.29,0.94,0.95,0.93
TG00448,2026-05-18,ST016,166055.43,0.29,0.94,0.95,0.93
TG00449,2026-05-18,ST017,83837.91,0.29,0.94,0.95,0.93
TG00450,2026-05-18,ST018,137402.73,0.29,0.94,0.95,0.93
TG00451,2026-05-18,ST019,190108.75,0.29,0.94,0.95,0.93
TG00452,2026-05-18,ST020,119377.94,0.29,0.94,0.95,0.93
TG00453,2026-05-18,ST021,157427.68,0.29,0.94,0.95,0.93
TG00454,2026-05-18,ST022,104399.2,0.29,0.94,0.95,0.93
TG00455,2026-05-18,ST023,162676.74,0.29,0.94,0.95,0.93
TG00456,2026-05-18,ST024,108486.01,0.29,0.94,0.95,0.93
TG00457,2026-05-18,ST025,95774.65,0.29,0.94,0.95,0.93
TG00458,2026-05-18,ST026,131302.16,0.29,0.94,0.95,0.93
TG00459,2026-05-18,ST027,142089.71,0.29,0.94,0.95,0.93
TG00460,2026-05-18,ST028,72390.02,0.29,0.94,0.95,0.93
TG00461,2026-05-18,ST029,111349.31,0.29,0.94,0.95,0.93
TG00462,2026-05-18,ST030,150753.64,0.29,0.94,0.95,0.93
TG00463,2026-05-18,ST031,127646.87,0.29,0.94,0.95,0.93
TG00464,2026-05-18,ST032,108078.37,0.29,0.94,0.95,0.93
TG00465,2026-05-18,ST033,63444.01,0.29,0.94,0.95,0.93
TG00466,2026-05-18,ST034,91896.54,0.29,0.94,0.95,0.93
TG00467,2026-05-18,ST035,111663.57,0.29,0.94,0.95,0.93
TG00468,2026-05-18,ST036,66478.29,0.29,0.94,0.95,0.93
TG00469,2026-05-25,ST001,124282.86,0.29,0.94,0.95,0.93
TG00470,2026-05-25,ST002,210597.33,0.29,0.94,0.95,0.93
TG00471,2026-05-25,ST003,156483.76,0.29,0.94,0.95,0.93
TG00472,2026-05-25,ST004,118638.62,0.29,0.94,0.95,0.93
TG00473,2026-05-25,ST005,232206.35,0.29,0.94,0.95,0.93
TG00474,2026-05-25,ST006,178013.89,0.29,0.94,0.95,0.93
TG00475,2026-05-25,ST007,174902.7,0.29,0.94,0.95,0.93
TG00476,2026-05-25,ST008,211309.16,0.29,0.94,0.95,0.93
TG00477,2026-05-25,ST009,141504.33,0.29,0.94,0.95,0.93
TG00478,2026-05-25,ST010,111343.72,0.29,0.94,0.95,0.93
TG00479,2026-05-25,ST011,146250.71,0.29,0.94,0.95,0.93
TG00480,2026-05-25,ST012,153657.01,0.29,0.94,0.95,0.93
TG00481,2026-05-25,ST013,165840.13,0.29,0.94,0.95,0.93
TG00482,2026-05-25,ST014,98232.44,0.29,0.94,0.95,0.93
TG00483,2026-05-25,ST015,171400.31,0.29,0.94,0.95,0.93
TG00484,2026-05-25,ST016,162436.35,0.29,0.94,0.95,0.93
TG00485,2026-05-25,ST017,85697.22,0.29,0.94,0.95,0.93
TG00486,2026-05-25,ST018,139210.75,0.29,0.94,0.95,0.93
TG00487,2026-05-25,ST019,199408.76,0.29,0.94,0.95,0.93
TG00488,2026-05-25,ST020,115092.24,0.29,0.94,0.95,0.93
TG00489,2026-05-25,ST021,165458.17,0.29,0.94,0.95,0.93
TG00490,2026-05-25,ST022,100210.08,0.29,0.94,0.95,0.93
TG00491,2026-05-25,ST023,162995.1,0.29,0.94,0.95,0.93
TG00492,2026-05-25,ST024,108846.44,0.29,0.94,0.95,0.93
TG00493,2026-05-25,ST025,95929.48,0.29,0.94,0.95,0.93
TG00494,2026-05-25,ST026,140770.9,0.29,0.94,0.95,0.93
TG00495,2026-05-25,ST027,144947.46,0.29,0.94,0.95,0.93
TG00496,2026-05-25,ST028,71032.01,0.29,0.94,0.95,0.93
TG00497,2026-05-25,ST029,129674.55,0.29,0.94,0.95,0.93
TG00498,2026-05-25,ST030,141159.52,0.29,0.94,0.95,0.93
TG00499,2026-05-25,ST031,124339.33,0.29,0.94,0.95,0.93
TG00500,2026-05-25,ST032,110966.83,0.29,0.94,0.95,0.93
TG00501,2026-05-25,ST033,59175.46,0.29,0.94,0.95,0.93
TG00502,2026-05-25,ST034,97444.88,0.29,0.94,0.95,0.93
TG00503,2026-05-25,ST035,110320.04,0.29,0.94,0.95,0.93
TG00504,2026-05-25,ST036,72601.83,0.29,0.94,0.95,0.93
TG00505,2026-06-01,ST001,126951.58,0.29,0.94,0.95,0.93
TG00506,2026-06-01,ST002,234206.0,0.29,0.94,0.95,0.93
TG00507,2026-06-01,ST003,160827.6,0.29,0.94,0.95,0.93
TG00508,2026-06-01,ST004,112106.08,0.29,0.94,0.95,0.93
TG00509,2026-06-01,ST005,240761.13,0.29,0.94,0.95,0.93
TG00510,2026-06-01,ST006,180263.7,0.29,0.94,0.95,0.93
TG00511,2026-06-01,ST007,182895.39,0.29,0.94,0.95,0.93
TG00512,2026-06-01,ST008,214197.07,0.29,0.94,0.95,0.93
TG00513,2026-06-01,ST009,148179.99,0.29,0.94,0.95,0.93
TG00514,2026-06-01,ST010,107623.58,0.29,0.94,0.95,0.93
TG00515,2026-06-01,ST011,145095.03,0.29,0.94,0.95,0.93
TG00516,2026-06-01,ST012,159308.29,0.29,0.94,0.95,0.93
TG00517,2026-06-01,ST013,166239.76,0.29,0.94,0.95,0.93
TG00518,2026-06-01,ST014,92076.21,0.29,0.94,0.95,0.93
TG00519,2026-06-01,ST015,169274.67,0.29,0.94,0.95,0.93
TG00520,2026-06-01,ST016,175932.46,0.29,0.94,0.95,0.93
TG00521,2026-06-01,ST017,86124.72,0.29,0.94,0.95,0.93
TG00522,2026-06-01,ST018,139248.17,0.29,0.94,0.95,0.93
TG00523,2026-06-01,ST019,196553.65,0.29,0.94,0.95,0.93
TG00524,2026-06-01,ST020,124778.47,0.29,0.94,0.95,0.93
TG00525,2026-06-01,ST021,158076.14,0.29,0.94,0.95,0.93
TG00526,2026-06-01,ST022,104820.14,0.29,0.94,0.95,0.93
TG00527,2026-06-01,ST023,166669.94,0.29,0.94,0.95,0.93
TG00528,2026-06-01,ST024,100799.56,0.29,0.94,0.95,0.93
TG00529,2026-06-01,ST025,103249.41,0.29,0.94,0.95,0.93
TG00530,2026-06-01,ST026,134156.02,0.29,0.94,0.95,0.93
TG00531,2026-06-01,ST027,153755.78,0.29,0.94,0.95,0.93
TG00532,2026-06-01,ST028,74595.34,0.29,0.94,0.95,0.93
TG00533,2026-06-01,ST029,120746.88,0.29,0.94,0.95,0.93
TG00534,2026-06-01,ST030,139206.27,0.29,0.94,0.95,0.93
TG00535,2026-06-01,ST031,132716.23,0.29,0.94,0.95,0.93
TG00536,2026-06-01,ST032,112499.41,0.29,0.94,0.95,0.93
TG00537,2026-06-01,ST033,67725.8,0.29,0.94,0.95,0.93
TG00538,2026-06-01,ST034,102441.65,0.29,0.94,0.95,0.93
TG00539,2026-06-01,ST035,111414.45,0.29,0.94,0.95,0.93
TG00540,2026-06-01,ST036,71083.88,0.29,0.94,0.95,0.93
TG00541,2026-06-08,ST001,124399.58,0.29,0.94,0.95,0.93
TG00542,2026-06-08,ST002,226532.78,0.29,0.94,0.95,0.93
TG00543,2026-06-08,ST003,158389.12,0.29,0.94,0.95,0.93
TG00544,2026-06-08,ST004,121447.33,0.29,0.94,0.95,0.93
TG00545,2026-06-08,ST005,234683.46,0.29,0.94,0.95,0.93
TG00546,2026-06-08,ST006,180159.73,0.29,0.94,0.95,0.93
TG00547,2026-06-08,ST007,176370.64,0.29,0.94,0.95,0.93
TG00548,2026-06-08,ST008,229528.49,0.29,0.94,0.95,0.93
TG00549,2026-06-08,ST009,154248.67,0.29,0.94,0.95,0.93
TG00550,2026-06-08,ST010,112055.06,0.29,0.94,0.95,0.93
TG00551,2026-06-08,ST011,140957.59,0.29,0.94,0.95,0.93
TG00552,2026-06-08,ST012,155523.26,0.29,0.94,0.95,0.93
TG00553,2026-06-08,ST013,161256.9,0.29,0.94,0.95,0.93
TG00554,2026-06-08,ST014,91113.46,0.29,0.94,0.95,0.93
TG00555,2026-06-08,ST015,169054.25,0.29,0.94,0.95,0.93
TG00556,2026-06-08,ST016,170326.71,0.29,0.94,0.95,0.93
TG00557,2026-06-08,ST017,87137.64,0.29,0.94,0.95,0.93
TG00558,2026-06-08,ST018,140460.27,0.29,0.94,0.95,0.93
TG00559,2026-06-08,ST019,201746.59,0.29,0.94,0.95,0.93
TG00560,2026-06-08,ST020,125536.11,0.29,0.94,0.95,0.93
TG00561,2026-06-08,ST021,152454.8,0.29,0.94,0.95,0.93
TG00562,2026-06-08,ST022,104220.59,0.29,0.94,0.95,0.93
TG00563,2026-06-08,ST023,162913.54,0.29,0.94,0.95,0.93
TG00564,2026-06-08,ST024,123518.86,0.29,0.94,0.95,0.93
TG00565,2026-06-08,ST025,97186.65,0.29,0.94,0.95,0.93
TG00566,2026-06-08,ST026,130767.95,0.29,0.94,0.95,0.93
TG00567,2026-06-08,ST027,148280.7,0.29,0.94,0.95,0.93
TG00568,2026-06-08,ST028,69468.86,0.29,0.94,0.95,0.93
TG00569,2026-06-08,ST029,117696.37,0.29,0.94,0.95,0.93
TG00570,2026-06-08,ST030,138068.59,0.29,0.94,0.95,0.93
TG00571,2026-06-08,ST031,130932.75,0.29,0.94,0.95,0.93
TG00572,2026-06-08,ST032,107508.56,0.29,0.94,0.95,0.93
TG00573,2026-06-08,ST033,67843.64,0.29,0.94,0.95,0.93
TG00574,2026-06-08,ST034,97714.35,0.29,0.94,0.95,0.93
TG00575,2026-06-08,ST035,123888.14,0.29,0.94,0.95,0.93
TG00576,2026-06-08,ST036,71189.6,0.29,0.94,0.95,0.93
TG00577,2026-06-15,ST001,131102.37,0.29,0.94,0.95,0.93
TG00578,2026-06-15,ST002,224090.97,0.29,0.94,0.95,0.93
TG00579,2026-06-15,ST003,159763.99,0.29,0.94,0.95,0.93
TG00580,2026-06-15,ST004,117658.88,0.29,0.94,0.95,0.93
TG00581,2026-06-15,ST005,229927.58,0.29,0.94,0.95,0.93
TG00582,2026-06-15,ST006,184202.58,0.29,0.94,0.95,0.93
TG00583,2026-06-15,ST007,180784.62,0.29,0.94,0.95,0.93
TG00584,2026-06-15,ST008,219605.88,0.29,0.94,0.95,0.93
TG00585,2026-06-15,ST009,144372.77,0.29,0.94,0.95,0.93
TG00586,2026-06-15,ST010,115931.05,0.29,0.94,0.95,0.93
TG00587,2026-06-15,ST011,143858.52,0.29,0.94,0.95,0.93
TG00588,2026-06-15,ST012,154254.71,0.29,0.94,0.95,0.93
TG00589,2026-06-15,ST013,166642.93,0.29,0.94,0.95,0.93
TG00590,2026-06-15,ST014,101556.06,0.29,0.94,0.95,0.93
TG00591,2026-06-15,ST015,173885.51,0.29,0.94,0.95,0.93
TG00592,2026-06-15,ST016,165365.62,0.29,0.94,0.95,0.93
TG00593,2026-06-15,ST017,88273.06,0.29,0.94,0.95,0.93
TG00594,2026-06-15,ST018,140031.77,0.29,0.94,0.95,0.93
TG00595,2026-06-15,ST019,203447.7,0.29,0.94,0.95,0.93
TG00596,2026-06-15,ST020,118332.35,0.29,0.94,0.95,0.93
TG00597,2026-06-15,ST021,156614.71,0.29,0.94,0.95,0.93
TG00598,2026-06-15,ST022,110889.65,0.29,0.94,0.95,0.93
TG00599,2026-06-15,ST023,155811.44,0.29,0.94,0.95,0.93
TG00600,2026-06-15,ST024,109805.01,0.29,0.94,0.95,0.93
TG00601,2026-06-15,ST025,95454.34,0.29,0.94,0.95,0.93
TG00602,2026-06-15,ST026,133558.13,0.29,0.94,0.95,0.93
TG00603,2026-06-15,ST027,151116.93,0.29,0.94,0.95,0.93
TG00604,2026-06-15,ST028,75911.54,0.29,0.94,0.95,0.93
TG00605,2026-06-15,ST029,125328.44,0.29,0.94,0.95,0.93
TG00606,2026-06-15,ST030,147417.93,0.29,0.94,0.95,0.93
TG00607,2026-06-15,ST031,132677.57,0.29,0.94,0.95,0.93
TG00608,2026-06-15,ST032,109906.33,0.29,0.94,0.95,0.93
TG00609,2026-06-15,ST033,61110.86,0.29,0.94,0.95,0.93
TG00610,2026-06-15,ST034,106030.87,0.29,0.94,0.95,0.93
TG00611,2026-06-15,ST035,124227.2,0.29,0.94,0.95,0.93
TG00612,2026-06-15,ST036,76220.91,0.29,0.94,0.95,0.93
TG00613,2026-06-22,ST001,127010.94,0.29,0.94,0.95,0.93
TG00614,2026-06-22,ST002,225766.75,0.29,0.94,0.95,0.93
TG00615,2026-06-22,ST003,159457.94,0.29,0.94,0.95,0.93
TG00616,2026-06-22,ST004,123479.06,0.29,0.94,0.95,0.93
TG00617,2026-06-22,ST005,237525.98,0.29,0.94,0.95,0.93
TG00618,2026-06-22,ST006,193056.74,0.29,0.94,0.95,0.93
TG00619,2026-06-22,ST007,188166.92,0.29,0.94,0.95,0.93
TG00620,2026-06-22,ST008,222214.55,0.29,0.94,0.95,0.93
TG00621,2026-06-22,ST009,146979.07,0.29,0.94,0.95,0.93
TG00622,2026-06-22,ST010,114135.83,0.29,0.94,0.95,0.93
TG00623,2026-06-22,ST011,144758.96,0.29,0.94,0.95,0.93
TG00624,2026-06-22,ST012,169804.77,0.29,0.94,0.95,0.93
TG00625,2026-06-22,ST013,183039.67,0.29,0.94,0.95,0.93
TG00626,2026-06-22,ST014,102427.54,0.29,0.94,0.95,0.93
TG00627,2026-06-22,ST015,174496.92,0.29,0.94,0.95,0.93
TG00628,2026-06-22,ST016,172074.99,0.29,0.94,0.95,0.93
TG00629,2026-06-22,ST017,87230.52,0.29,0.94,0.95,0.93
TG00630,2026-06-22,ST018,142166.84,0.29,0.94,0.95,0.93
TG00631,2026-06-22,ST019,203390.6,0.29,0.94,0.95,0.93
TG00632,2026-06-22,ST020,120139.47,0.29,0.94,0.95,0.93
TG00633,2026-06-22,ST021,157904.87,0.29,0.94,0.95,0.93
TG00634,2026-06-22,ST022,104757.56,0.29,0.94,0.95,0.93
TG00635,2026-06-22,ST023,148685.79,0.29,0.94,0.95,0.93
TG00636,2026-06-22,ST024,116041.87,0.29,0.94,0.95,0.93
TG00637,2026-06-22,ST025,86719.81,0.29,0.94,0.95,0.93
TG00638,2026-06-22,ST026,134212.91,0.29,0.94,0.95,0.93
TG00639,2026-06-22,ST027,140409.21,0.29,0.94,0.95,0.93
TG00640,2026-06-22,ST028,74257.06,0.29,0.94,0.95,0.93
TG00641,2026-06-22,ST029,118622.1,0.29,0.94,0.95,0.93
TG00642,2026-06-22,ST030,154524.33,0.29,0.94,0.95,0.93
TG00643,2026-06-22,ST031,136484.56,0.29,0.94,0.95,0.93
TG00644,2026-06-22,ST032,105018.39,0.29,0.94,0.95,0.93
TG00645,2026-06-22,ST033,66964.64,0.29,0.94,0.95,0.93
TG00646,2026-06-22,ST034,90307.52,0.29,0.94,0.95,0.93
TG00647,2026-06-22,ST035,121807.34,0.29,0.94,0.95,0.93
TG00648,2026-06-22,ST036,75228.45,0.29,0.94,0.95,0.93
TG00649,2026-06-29,ST001,128517.1,0.29,0.94,0.95,0.93
TG00650,2026-06-29,ST002,237113.33,0.29,0.94,0.95,0.93
TG00651,2026-06-29,ST003,161186.16,0.29,0.94,0.95,0.93
TG00652,2026-06-29,ST004,122676.25,0.29,0.94,0.95,0.93
TG00653,2026-06-29,ST005,239505.6,0.29,0.94,0.95,0.93
TG00654,2026-06-29,ST006,184562.72,0.29,0.94,0.95,0.93
TG00655,2026-06-29,ST007,179199.47,0.29,0.94,0.95,0.93
TG00656,2026-06-29,ST008,224681.94,0.29,0.94,0.95,0.93
TG00657,2026-06-29,ST009,159162.3,0.29,0.94,0.95,0.93
TG00658,2026-06-29,ST010,111630.79,0.29,0.94,0.95,0.93
TG00659,2026-06-29,ST011,143482.13,0.29,0.94,0.95,0.93
TG00660,2026-06-29,ST012,159819.19,0.29,0.94,0.95,0.93
TG00661,2026-06-29,ST013,163992.09,0.29,0.94,0.95,0.93
TG00662,2026-06-29,ST014,101972.81,0.29,0.94,0.95,0.93
TG00663,2026-06-29,ST015,171337.24,0.29,0.94,0.95,0.93
TG00664,2026-06-29,ST016,182780.89,0.29,0.94,0.95,0.93
TG00665,2026-06-29,ST017,86312.66,0.29,0.94,0.95,0.93
TG00666,2026-06-29,ST018,144635.03,0.29,0.94,0.95,0.93
TG00667,2026-06-29,ST019,204926.99,0.29,0.94,0.95,0.93
TG00668,2026-06-29,ST020,125204.71,0.29,0.94,0.95,0.93
TG00669,2026-06-29,ST021,157445.05,0.29,0.94,0.95,0.93
TG00670,2026-06-29,ST022,102182.09,0.29,0.94,0.95,0.93
TG00671,2026-06-29,ST023,158413.57,0.29,0.94,0.95,0.93
TG00672,2026-06-29,ST024,118560.47,0.29,0.94,0.95,0.93
TG00673,2026-06-29,ST025,98068.38,0.29,0.94,0.95,0.93
TG00674,2026-06-29,ST026,137763.55,0.29,0.94,0.95,0.93
TG00675,2026-06-29,ST027,151700.33,0.29,0.94,0.95,0.93
TG00676,2026-06-29,ST028,77030.28,0.29,0.94,0.95,0.93
TG00677,2026-06-29,ST029,126095.72,0.29,0.94,0.95,0.93
TG00678,2026-06-29,ST030,154216.85,0.29,0.94,0.95,0.93
TG00679,2026-06-29,ST031,129956.59,0.29,0.94,0.95,0.93
TG00680,2026-06-29,ST032,115632.62,0.29,0.94,0.95,0.93
TG00681,2026-06-29,ST033,66611.33,0.29,0.94,0.95,0.93
TG00682,2026-06-29,ST034,94808.1,0.29,0.94,0.95,0.93
TG00683,2026-06-29,ST035,127823.53,0.29,0.94,0.95,0.93
TG00684,2026-06-29,ST036,78109.12,0.29,0.94,0.95,0.93
TG00685,2026-07-06,ST001,130892.52,0.29,0.94,0.95,0.93
TG00686,2026-07-06,ST002,222433.89,0.29,0.94,0.95,0.93
TG00687,2026-07-06,ST003,164545.19,0.29,0.94,0.95,0.93
TG00688,2026-07-06,ST004,115922.37,0.29,0.94,0.95,0.93
TG00689,2026-07-06,ST005,237154.43,0.29,0.94,0.95,0.93
TG00690,2026-07-06,ST006,179758.92,0.29,0.94,0.95,0.93
TG00691,2026-07-06,ST007,186939.11,0.29,0.94,0.95,0.93
TG00692,2026-07-06,ST008,222906.37,0.29,0.94,0.95,0.93
TG00693,2026-07-06,ST009,153055.46,0.29,0.94,0.95,0.93
TG00694,2026-07-06,ST010,114512.7,0.29,0.94,0.95,0.93
TG00695,2026-07-06,ST011,144823.71,0.29,0.94,0.95,0.93
TG00696,2026-07-06,ST012,158195.76,0.29,0.94,0.95,0.93
TG00697,2026-07-06,ST013,170735.0,0.29,0.94,0.95,0.93
TG00698,2026-07-06,ST014,99169.59,0.29,0.94,0.95,0.93
TG00699,2026-07-06,ST015,168055.91,0.29,0.94,0.95,0.93
TG00700,2026-07-06,ST016,178866.27,0.29,0.94,0.95,0.93
TG00701,2026-07-06,ST017,83701.22,0.29,0.94,0.95,0.93
TG00702,2026-07-06,ST018,143433.43,0.29,0.94,0.95,0.93
TG00703,2026-07-06,ST019,205343.5,0.29,0.94,0.95,0.93
TG00704,2026-07-06,ST020,123368.28,0.29,0.94,0.95,0.93
TG00705,2026-07-06,ST021,164276.6,0.29,0.94,0.95,0.93
TG00706,2026-07-06,ST022,106269.38,0.29,0.94,0.95,0.93
TG00707,2026-07-06,ST023,164383.94,0.29,0.94,0.95,0.93
TG00708,2026-07-06,ST024,111513.39,0.29,0.94,0.95,0.93
TG00709,2026-07-06,ST025,96425.72,0.29,0.94,0.95,0.93
TG00710,2026-07-06,ST026,132913.8,0.29,0.94,0.95,0.93
TG00711,2026-07-06,ST027,149380.98,0.29,0.94,0.95,0.93
TG00712,2026-07-06,ST028,76411.51,0.29,0.94,0.95,0.93
TG00713,2026-07-06,ST029,129146.69,0.29,0.94,0.95,0.93
TG00714,2026-07-06,ST030,149097.8,0.29,0.94,0.95,0.93
TG00715,2026-07-06,ST031,142305.19,0.29,0.94,0.95,0.93
TG00716,2026-07-06,ST032,106199.52,0.29,0.94,0.95,0.93
TG00717,2026-07-06,ST033,66124.52,0.29,0.94,0.95,0.93
TG00718,2026-07-06,ST034,105333.45,0.29,0.94,0.95,0.93
TG00719,2026-07-06,ST035,118518.74,0.29,0.94,0.95,0.93
TG00720,2026-07-06,ST036,78463.39,0.29,0.94,0.95,0.93
TG00721,2026-07-13,ST001,135133.88,0.29,0.94,0.95,0.93
TG00722,2026-07-13,ST002,225141.02,0.29,0.94,0.95,0.93
TG00723,2026-07-13,ST003,163357.57,0.29,0.94,0.95,0.93
TG00724,2026-07-13,ST004,125054.21,0.29,0.94,0.95,0.93
TG00725,2026-07-13,ST005,258234.58,0.29,0.94,0.95,0.93
TG00726,2026-07-13,ST006,183282.77,0.29,0.94,0.95,0.93
TG00727,2026-07-13,ST007,186039.97,0.29,0.94,0.95,0.93
TG00728,2026-07-13,ST008,222624.83,0.29,0.94,0.95,0.93
TG00729,2026-07-13,ST009,149976.22,0.29,0.94,0.95,0.93
TG00730,2026-07-13,ST010,113669.74,0.29,0.94,0.95,0.93
TG00731,2026-07-13,ST011,146702.07,0.29,0.94,0.95,0.93
TG00732,2026-07-13,ST012,161731.4,0.29,0.94,0.95,0.93
TG00733,2026-07-13,ST013,167430.42,0.29,0.94,0.95,0.93
TG00734,2026-07-13,ST014,93995.99,0.29,0.94,0.95,0.93
TG00735,2026-07-13,ST015,165427.54,0.29,0.94,0.95,0.93
TG00736,2026-07-13,ST016,179532.36,0.29,0.94,0.95,0.93
TG00737,2026-07-13,ST017,86440.07,0.29,0.94,0.95,0.93
TG00738,2026-07-13,ST018,144790.39,0.29,0.94,0.95,0.93
TG00739,2026-07-13,ST019,196552.28,0.29,0.94,0.95,0.93
TG00740,2026-07-13,ST020,122410.66,0.29,0.94,0.95,0.93
TG00741,2026-07-13,ST021,162890.69,0.29,0.94,0.95,0.93
TG00742,2026-07-13,ST022,106717.69,0.29,0.94,0.95,0.93
TG00743,2026-07-13,ST023,160793.32,0.29,0.94,0.95,0.93
TG00744,2026-07-13,ST024,110835.95,0.29,0.94,0.95,0.93
TG00745,2026-07-13,ST025,94776.62,0.29,0.94,0.95,0.93
TG00746,2026-07-13,ST026,143652.38,0.29,0.94,0.95,0.93
TG00747,2026-07-13,ST027,138262.46,0.29,0.94,0.95,0.93
TG00748,2026-07-13,ST028,74463.96,0.29,0.94,0.95,0.93
TG00749,2026-07-13,ST029,124177.69,0.29,0.94,0.95,0.93
TG00750,2026-07-13,ST030,140025.92,0.29,0.94,0.95,0.93
